Answer,Question,RelativeQuestion,intent,entities
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種兔熱病疫苗前要經過醫師評估?,有兔熱病疫苗的擴大施打對象嗎?-我可以公費接種兔熱病疫苗或投藥嗎?-我想了解兔熱病疫苗?,疫苗醫師評估,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種兔熱病疫苗需要額外付費嗎?,兔熱病會有什麼症狀?-如何預防兔熱病?-疑似感染兔熱病了怎麼辦?,疫苗費用,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我現在適合接種兔熱病疫苗嗎?,兔熱病疫苗保護力可以持續多久?-如何預防兔熱病?-我想了解兔熱病疫苗?,合適接種,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我想了解兔熱病疫苗?,兔熱病疫苗保護力可以持續多久?-了解兔熱病用藥?-接種兔熱病疫苗後會有什麼副作用?,疫苗接種,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,兔熱病疫苗有哪些廠牌?,兔熱病疫苗保護力可以持續多久?-接種兔熱病疫苗後會有什麼副作用?-如何預防兔熱病?,疫苗類別,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,兔熱病疫苗該接種幾劑?,兔熱病疫苗保護力可以持續多久?-接種兔熱病疫苗後會有什麼副作用?-如何預防兔熱病?,接種幾劑,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,兔熱病疫苗保護力可以持續多久?,我現在適合接種兔熱病疫苗嗎?-兔熱病疫苗有哪些廠牌?-兔熱病疫苗該接種幾劑?,疫苗保護力,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種兔熱病疫苗後或投藥後要注意什麼?,兔熱病疫苗保護力可以持續多久?-兔熱病疫苗有哪些廠牌?-除了接種或投藥外的兔熱病預防方法?,接種注意事項,兔熱病
兔熱病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種兔熱病疫苗後會有什麼副作用?,兔熱病疫苗保護力可以持續多久?-疑似罹患兔熱病要去哪裡就醫?-疑似罹患兔熱病要去哪裡就醫?,疫苗副作用,兔熱病
目前可用抗生素有效治療兔熱病。若身體出現癒合緩慢的潰瘍，並有局部淋巴結腫大等不適症狀時，請儘速就醫並主動告知醫師相關動物接觸史及旅遊史等訊息。,疑似感染兔熱病了怎麼辦?,疑似罹患兔熱病要去哪裡就醫?-接種兔熱病疫苗後會有什麼副作用?-兔熱病會有什麼症狀?,疑似感染,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C1XPA,罹患兔熱病要注意什麼?,兔熱病疫苗保護力可以持續多久?-接種兔熱病疫苗後會有什麼副作用?-兔熱病要怎麼治療?,感染注意事項,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/z8VAZ63ZGdoXeV3We2-v6g,我需要做兔熱病篩檢嗎?,兔熱病要怎麼治療?-兔熱病傳染途徑為何?-兔熱病流行地區有哪些?,篩檢,兔熱病
請儘速附近醫療院所就診，並主動告知醫師相關動物接觸史及旅遊史等訊息。,疑似罹患兔熱病要去哪裡就醫?,我需要做兔熱病篩檢嗎?-兔熱病傳染途徑為何?-兔熱病有哪些高風險族群?,就醫地點,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C1XPA,兔熱病要怎麼治療?,我能公費使用兔熱病用藥?-如何預防兔熱病?-除了接種或投藥外的兔熱病預防方法?,診斷與治療,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C1XPA,我能公費使用兔熱病用藥?,服用兔熱病用藥有哪些副作用?-兔熱病用藥有哪些廠牌?-兔熱病用藥可否自行停藥?,公費藥劑,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,我適合使用兔熱病用藥?,兔熱病要怎麼治療?-兔熱病用藥可否自行停藥?-了解兔熱病用藥?,合適用藥,兔熱病
,能自行領用兔熱病用藥?,服用兔熱病用藥有哪些副作用?-這是兔熱病治療後的副作用嗎?-了解兔熱病用藥?,自行領藥,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,自費兔熱病用藥藥多少錢?,兔熱病要怎麼治療?-兔熱病用藥有哪些廠牌?-兔熱病用藥後要注意什麼?,自費用藥,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,了解兔熱病用藥?,兔熱病用藥後要注意什麼?-兔熱病用藥可否自行停藥?-服用兔熱病用藥有哪些副作用?,用藥介紹,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,兔熱病用藥有哪些廠牌?,我能公費使用兔熱病用藥?-兔熱病用藥後要注意什麼?-服用兔熱病用藥有哪些副作用?,用藥類別,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,兔熱病用藥後要注意什麼?,這是兔熱病治療後的副作用嗎?-兔熱病用藥有哪些廠牌?-服用兔熱病用藥有哪些副作用?,用藥注意事項,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,這是兔熱病治療後的副作用嗎?,兔熱病要怎麼治療?-服用兔熱病用藥有哪些副作用?-兔熱病用藥後要注意什麼?,治療副作用,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,服用兔熱病用藥有哪些副作用?,我能公費使用兔熱病用藥?-兔熱病用藥後要注意什麼?-服用兔熱病用藥有哪些副作用?,用藥副作用,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,兔熱病用藥可否自行停藥?,兔熱病要怎麼治療?-這是兔熱病治療後的副作用嗎?-了解兔熱病用藥?,自行停藥,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/hSkGusyXXkkicraE_C2XPA,罹患兔熱病有需要隔離?,兔熱病會有什麼症狀?-如何預防兔熱病?-疑似感染兔熱病了怎麼辦?,隔離,兔熱病
myURL-https://www.cdc.gov.tw/Category/List/JJRC4JYE5cozGWq5508eGw,兔熱病有什麼最新消息?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,最新消息,兔熱病
myURL-https://www.cdc.gov.tw/Category/MPage/z8VAZ63ZGdoXeV3We2-v6g,兔熱病有哪些重要指引教材?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,重要指引及教材,兔熱病
,兔熱病該如何家裡清潔?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,家裡清潔,兔熱病
,兔熱病有哪些重要表單?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,重要表單,兔熱病
,兔熱病的問與答?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,問與答,兔熱病
myURL-https://www.cdc.gov.tw/Category/List/vrNSvOSJgdh01IF9p7--DA,兔熱病有哪些研究出版?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,研究出版,兔熱病
myURL-https://www.cdc.gov.tw/Category/List/BIibjFg-HQgpn2zdMoHLvQ,兔熱病有哪些宣導素材?,兔熱病會有什麼症狀?-如何預防兔熱病?-什麼是兔熱病?,宣導素材,兔熱病
庫賈氏病依發生病因分為散發型、遺傳型、醫源型及新型庫賈氏病 ，其中新型庫賈氏病與牛海綿樣腦症 (俗稱狂牛症)有高度相關。病原是異常變異的普利昂蛋白。,什麼是庫賈氏病?,庫賈氏病會有什麼症狀?-如何預防庫賈氏病?-疑似感染庫賈氏病了怎麼辦?,認識疾病,庫賈氏病
好問題！臨床症狀以早期神經學症狀為主，包含智能衰退或記憶力減退、人格改變、喪失平衡感或協調功能減退、話說不清楚、視覺異常或眼盲、異常抽動現象及進行性大腦功能喪失等<br />然而，臨床上也有無典型症狀的病患<br />,庫賈氏病會有什麼症狀?,庫賈氏病傳染途徑為何?-庫賈氏病流行地區有哪些?-如何預防庫賈氏病?,臨床症狀,庫賈氏病
為進行性神經退化性疾病，由於異常的普利昂蛋白不斷地在神經細胞內複製堆積，最後導致腦部空洞化的一種病變，目前無藥物可治療，僅能提供症狀治療。,罹患庫賈氏病的嚴重性?,庫賈氏病傳染途徑為何?-庫賈氏病流行地區有哪些?-如何預防庫賈氏病?,嚴重性,庫賈氏病
好問題！臨床症狀以早期神經學症狀為主，包含智能衰退或記憶力減退、人格改變、喪失平衡感或協調功能減退、話說不清楚、視覺異常或眼盲、異常抽動現象及進行性大腦功能喪失等。然而，臨床上也有無典型症狀的病患。,庫賈氏病有什麼危險徵兆?,庫賈氏病傳染途徑為何?-庫賈氏病流行地區有哪些?-如何預防庫賈氏病?,危險徵兆,庫賈氏病
好問題！臨床症狀以早期神經學症狀為主，包含智能衰退或記憶力減退、人格改變、喪失平衡感或協調功能減退、話說不清楚、視覺異常或眼盲、異常抽動現象及進行性大腦功能喪失等。然而，臨床上也有無典型症狀的病患。,庫賈氏病有什麼併發症?,庫賈氏病傳染途徑為何?-庫賈氏病流行地區有哪些?-如何預防庫賈氏病?,併發症,庫賈氏病
myURL-https://www.cdc.gov.tw/Category/Page/O6gfySM2lQoDGMu_DrNYBg,庫賈氏病有哪些高風險族群?,庫賈氏病有什麼併發症?-如何預防庫賈氏病?-除了接種或投藥外的庫賈氏病預防方法?,高風險族群,庫賈氏病
這個問題非常好！一般推測庫賈氏病是人體自行產生異常折疊的普利昂蛋白所致，部分研究則推測手術可能是危險因子。新型庫賈氏病主要是因食入牛海綿狀腦病致病原污染的食物而受感染。,庫賈氏病傳染途徑為何?,庫賈氏病流行地區有哪些?-庫賈氏病會有什麼症狀?-如何預防庫賈氏病?,傳染方式,庫賈氏病
散發型及遺傳型庫賈氏病的潛伏期尚不清楚，醫源型及新型庫賈氏病潛伏期從15個月到30年以上，潛伏期的長短與暴露途徑有關。,庫賈氏病潛伏期和可傳染期?,庫賈氏病有哪些高風險族群?-庫賈氏病傳染途徑為何?-庫賈氏病流行地區有哪些?,潛伏期,庫賈氏病
myURL-https://www.cdc.gov.tw/Category/Page/O6gfySM2lQoDGMu_DrNYBg,庫賈氏病的國內流行期?,庫賈氏病流行地區有哪些?-庫賈氏病傳染途徑為何?-庫賈氏病有哪些高風險族群?,流行期,庫賈氏病
散發型庫賈氏病在世界各地均有發生。新型庫賈氏病截至2018年3月，共有12個國家合計報告了231個新型庫賈氏病病例<br />這些國家包含英國、法國、愛爾蘭、美國、加拿大、義大利、葡萄牙、日本、荷蘭、沙烏地阿拉伯、西班牙及臺灣<br />,庫賈氏病流行地區有哪些?,庫賈氏病有什麼併發症?-如何預防庫賈氏病?-除了接種或投藥外的庫賈氏病預防方法?,流行地區,庫賈氏病
禁止使用使用患者組織或器官進行移植手術，以及避免重複使用可能被污染的手術器械或腦電波圖測定電極以避免醫源性暴露。避免食用罹患牛海綿狀腦病之牛肉及其相關製品。,如何預防庫賈氏病?,我想了解庫賈氏病疫苗?-庫賈氏病會有什麼症狀?-疑似感染庫賈氏病了怎麼辦?,預防方法,庫賈氏病
禁止使用使用患者組織或器官進行移植手術，以及避免重複使用可能被污染的手術器械或腦電波圖測定電極以避免醫源性暴露。避免食用罹患牛海綿狀腦病之牛肉及其相關製品。,除了接種或投藥外的庫賈氏病預防方法?,庫賈氏病有什麼危險徵兆?-庫賈氏病的國內流行期?-接種庫賈氏病疫苗需要額外付費嗎?,以外預防方法,庫賈氏病
目前無特並核准之有效疫苗或藥物。,何時需要進行庫賈氏病的預防接種或投藥?,接種庫賈氏病疫苗該帶什麼證件?-有庫賈氏病疫苗的擴大施打對象嗎?-接種庫賈氏病疫苗前要經過醫師評估?,何時接種,庫賈氏病
庫賈氏病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我可以公費接種庫賈氏病疫苗或投藥嗎?,有庫賈氏病疫苗的擴大施打對象嗎?-我想了解庫賈氏病疫苗?-接種庫賈氏病疫苗前要經過醫師評估?,公費疫苗,庫賈氏病
庫賈氏病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種庫賈氏病疫苗該帶什麼證件?,有庫賈氏病疫苗的擴大施打對象嗎?-我可以公費接種庫賈氏病疫苗或投藥嗎?-接種庫賈氏病疫苗前要經過醫師評估?,接種證件,庫賈氏病
庫賈氏病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,有庫賈氏病疫苗的擴大施打對象嗎?,我想了解庫賈氏病疫苗?-我可以公費接種庫賈氏病疫苗或投藥嗎?-接種庫賈氏病疫苗前要經過醫師評估?,疫苗擴大施打對象,庫賈氏病
庫賈氏病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種庫賈氏病疫苗前要經過醫師評估?,有庫賈氏病疫苗的擴大施打對象嗎?-我可以公費接種庫賈氏病疫苗或投藥嗎?-我想了解庫賈氏病疫苗?,疫苗醫師評估,庫賈氏病
庫賈氏病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種庫賈氏病疫苗需要額外付費嗎?,庫賈氏病會有什麼症狀?-如何預防庫賈氏病?-疑似感染庫賈氏病了怎麼辦?,疫苗費用,庫賈氏病
庫賈氏病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我現在適合接種庫賈氏病疫苗嗎?,庫賈氏病疫苗保護力可以持續多久?-如何預防庫賈氏病?-我想了解庫賈氏病疫苗?,合適接種,庫賈氏病
目前無特並核准之有效疫苗或藥物。,我想了解庫賈氏病疫苗?,庫賈氏病疫苗保護力可以持續多久?-了解庫賈氏病用藥?-接種庫賈氏病疫苗後會有什麼副作用?,疫苗接種,庫賈氏病
目前無特並核准之有效疫苗或藥物。,庫賈氏病疫苗有哪些廠牌?,庫賈氏病疫苗保護力可以持續多久?-接種庫賈氏病疫苗後會有什麼副作用?-如何預防庫賈氏病?,疫苗類別,庫賈氏病
目前無特並核准之有效疫苗或藥物。,庫賈氏病疫苗該接種幾劑?,庫賈氏病疫苗保護力可以持續多久?-接種庫賈氏病疫苗後會有什麼副作用?-如何預防庫賈氏病?,接種幾劑,庫賈氏病
目前無特並核准之有效疫苗或藥物。,庫賈氏病疫苗保護力可以持續多久?,我現在適合接種庫賈氏病疫苗嗎?-庫賈氏病疫苗有哪些廠牌?-庫賈氏病疫苗該接種幾劑?,疫苗保護力,庫賈氏病
目前無特並核准之有效疫苗或藥物。,接種庫賈氏病疫苗後或投藥後要注意什麼?,庫賈氏病疫苗保護力可以持續多久?-庫賈氏病疫苗有哪些廠牌?-除了接種或投藥外的庫賈氏病預防方法?,接種注意事項,庫賈氏病
目前無特並核准之有效疫苗或藥物。,接種庫賈氏病疫苗後會有什麼副作用?,庫賈氏病疫苗保護力可以持續多久?-疑似罹患庫賈氏病要去哪裡就醫?-疑似罹患庫賈氏病要去哪裡就醫?,疫苗副作用,庫賈氏病
